,stateid,county,year,rcra_violations_count,unit_of_measure,annual_toxic_emissions_sum,population,urate,gsp,pincome,governor_is_democrat_1yes,number_in_lower_house_democrat,number_in_lower_house_republican,fraction_house_that_is_democrat,number_in_upper_house_democrat,number_in_upper_house_republican,fraction_senate_that_is_democrat,house_dem_majority,senate_dem_majority,unified_legislature,trifecta_dem,trifecta_rep,trifecta_status,governor_party_lag,governor_party_change,governor_party_shift_direction,governor_shift_to_democrat,governor_shift_to_republican,house_majority_lag,house_party_change,house_party_shift_direction,house_shift_to_democrat,house_shift_to_republican,senate_majority_lag,senate_party_change,senate_party_shift_direction,senate_shift_to_democrat,senate_shift_to_republican,unified_legislature_lag,unified_legislature_change,trifecta_status_lag,trifecta_change,trifecta_shift_direction,trifecta_shift_to_democrat,trifecta_shift_to_republican,divided_to_unified,state,total_rcra_violations,total_toxic_emissions,party_in_control_filled,party_in_control_lag,partisan_change,partisan_change_to_republican,partisan_change_to_democrat,geo_name,state_abb,party_in_control
0,AK,ANCHORAGE,2004,17,,,659286.0,7.5,34987.9,24338300.0,0.0,13.0,27.0,0.33,8.0,12.0,0.4,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,17.0,,,,,,,,,
1,AK,ANCHORAGE,2005,4,,,666946.0,6.9,39788.7,25956900.0,0.0,14.0,26.0,0.35,8.0,12.0,0.4,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,4.0,,,,,,,,,
2,AK,ANCHORAGE,2006,11,,,675302.0,6.6,44457.1,27726700.0,0.0,17.0,23.0,0.43,8.0,12.0,0.4,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,11.0,,,,,,,,,
3,AK,ANCHORAGE,2007,8,,,680300.0,6.3,49002.6,29838900.0,0.0,17.0,23.0,0.43,9.0,11.0,0.45,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,8.0,,,,,,,,,
4,AK,ANCHORAGE,2008,4,,,687455.0,6.7,54759.0,32825100.0,0.0,17.0,23.0,0.43,9.0,11.0,0.45,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,4.0,,,,,,,,,
5,AK,ANCHORAGE,2009,1,,,698895.0,7.7,49651.6,32896400.0,0.0,18.0,22.0,0.45,10.0,10.0,0.5,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,1.0,,,,,,,,,
6,AK,ANCHORAGE,2010,5,,,713910.0,7.9,52947.7,35293800.0,0.0,18.0,22.0,0.45,10.0,10.0,0.5,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,5.0,,,,,,,,,
7,AK,ANCHORAGE,2011,8,,,722128.0,7.6,56333.9,37827800.0,0.0,16.0,24.0,0.4,10.0,10.0,0.5,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,8.0,,,,,,,,,
8,AK,ANCHORAGE,2012,2,,,730443.0,7.1,57717.5,39169200.0,0.0,16.0,24.0,0.4,10.0,10.0,0.5,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,2.0,,,,,,,,,
9,AK,ANCHORAGE,2013,4,,,737068.0,7.0,56625.3,38859500.0,0.0,14.0,26.0,0.35,7.0,13.0,0.35,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,4.0,,,,,,,,,
10,AK,ANCHORAGE,2014,5,Pounds,18379.028,736283.0,6.9,55750.6,41110400.0,0.0,14.0,26.0,0.35,7.0,13.0,0.35,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,5.0,18379.028,,,,,,,,
11,AK,ANCHORAGE,2015,8,Pounds,13641.09,737498.0,6.5,50728.1,42505800.0,0.0,16.0,23.0,0.4102564102564102,6.0,14.0,0.3,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,8.0,13641.09,,,,,,,,
12,AK,ANCHORAGE,2016,6,Pounds,5752.3,741456.0,6.9,49755.6,41745600.0,0.0,16.0,23.0,0.4102564102564102,6.0,14.0,0.3,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,6.0,5752.3,D,,,,,ANCHORAGE,AK,D
13,AK,ANCHORAGE,2017,14,Pounds,1751.92,739700.0,6.9,51737.0,42454400.0,0.0,17.0,21.0,0.4473684210526316,6.0,14.0,0.3,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,14.0,1751.92,D,D,0.0,,,,,D
14,AK,ANCHORAGE,2018,14,Pounds,7511.910000000001,735139.0,6.5,54292.9,44369600.0,0.0,17.0,21.0,0.4473684210526316,6.0,14.0,0.3,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,14.0,7511.910000000001,D,D,0.0,,,ANCHORAGE,AK,D
15,AK,ANCHORAGE,2019,9,Pounds,3693.27,731545.0,6.1,54385.6,45945100.0,0.0,16.0,22.0,0.4210526315789473,7.0,13.0,0.35,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,9.0,3693.27,D,D,0.0,,,,,D
16,AK,ANCHORAGE,2020,2,Pounds,3502.780167,732964.0,8.3,50475.2,45366300.0,0.0,14.0,22.0,0.3888888888888889,7.0,13.0,0.35,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,2.0,3502.780167,D,D,0.0,,,,,D
17,AK,ANCHORAGE,2021,1,Pounds,6472.650167,734923.0,6.4,58646.0,48207900.0,0.0,15.0,21.0,0.4166666666666667,7.0,13.0,0.35,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alaska,1.0,6472.650167,D,D,0.0,,,,,D
18,AL,BALDWIN,2004,13,,,4530729.0,5.7,146886.7,128739900.0,0.0,64.0,41.0,0.61,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,232.0,,R,,,,,BALDWIN,AL,R
19,AL,BALDWIN,2005,6,,,4569805.0,4.5,156403.3,136327300.0,0.0,62.0,40.0,0.61,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,196.0,,R,R,0.0,,,,,R
20,AL,BALDWIN,2006,7,,,4628981.0,4.0,164347.8,145175800.0,0.0,62.0,43.0,0.59,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,359.0,,R,R,0.0,,,BALDWIN,AL,R
21,AL,BALDWIN,2007,13,,,4672840.0,4.0,170263.9,152327000.0,0.0,62.0,43.0,0.59,23.0,12.0,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,297.0,,R,R,0.0,,,,,R
22,AL,BALDWIN,2008,21,,,4718206.0,5.7,172677.2,157366800.0,0.0,62.0,43.0,0.59,23.0,12.0,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,299.0,,R,R,0.0,,,,,R
23,AL,BALDWIN,2009,12,,,4757938.0,11.0,169128.5,155145300.0,0.0,62.0,43.0,0.59,19.0,13.0,0.59375,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,455.0,,R,R,0.0,,,,,R
24,AL,BALDWIN,2010,10,,,4785437.0,10.5,175470.1,161516600.0,0.0,60.0,45.0,0.57,21.0,14.0,0.6,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,299.0,,R,R,0.0,,,BALDWIN,AL,R
25,AL,BALDWIN,2011,39,,,4799069.0,9.6,181929.9,167942800.0,0.0,39.0,65.0,0.38,12.0,22.0,0.3529411764705882,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,Divided Government,1.0,-1.0,0.0,1.0,1.0,Alabama,430.0,,R,R,0.0,,,,,R
26,AL,BALDWIN,2012,12,,,4815588.0,8.0,186553.9,172804100.0,0.0,40.0,65.0,0.380952380952381,12.0,22.0,0.3529411764705882,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,418.0,,R,R,0.0,,,,,R
27,AL,BALDWIN,2013,2,,,4830081.0,7.2,192166.5,174415400.0,0.0,37.0,65.0,0.36,11.0,22.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,235.0,,R,R,0.0,,,,,R
28,AL,BALDWIN,2014,2,Pounds,12247.0,4841799.0,6.8,195037.7,180457700.0,0.0,37.0,64.0,0.37,11.0,23.0,0.3235294117647059,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,182.0,9974337.7987626,R,R,0.0,,,BALDWIN,AL,R
29,AL,BALDWIN,2015,5,Pounds,11469.0,4852347.0,6.1,200197.5,188711400.0,0.0,33.0,72.0,0.3142857142857143,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,252.0,5822037.3489641,R,R,0.0,,,,,R
30,AL,BALDWIN,2016,5,Pounds,10996.97,4863525.0,5.8,204454.7,192281900.0,0.0,33.0,70.0,0.3203883495145631,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,312.0,7173080.894371401,R,R,0.0,,,,,R
31,AL,BALDWIN,2017,2,Pounds,11521.58,4874486.0,4.4,210895.7,199999800.0,0.0,31.0,72.0,0.3009708737864077,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,187.0,6344492.4552113,R,R,0.0,,,,,R
32,AL,BALDWIN,2018,1,Pounds,14112.86,4887681.0,3.9,221030.7,208752700.0,0.0,32.0,70.0,0.3137254901960784,7.0,26.0,0.2121212121212121,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,94.0,4952735.214183999,R,R,0.0,,,BALDWIN,AL,R
33,AL,BALDWIN,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,R
34,AL,BALDWIN,2020,2,Pounds,24514.1483662,5031864.0,6.4,230892.1,230872600.0,0.0,28.0,77.0,0.2666666666666666,8.0,27.0,0.2285714285714285,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,63.0,4338634.9432371,R,,,,,,,R
35,AL,CALHOUN,2004,38,,,4530729.0,5.7,146886.7,128739900.0,0.0,64.0,41.0,0.61,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,232.0,,,,,,,,,
36,AL,CALHOUN,2005,17,,,4569805.0,4.5,156403.3,136327300.0,0.0,62.0,40.0,0.61,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,196.0,,,,,,,,,
37,AL,CALHOUN,2006,44,,,4628981.0,4.0,164347.8,145175800.0,0.0,62.0,43.0,0.59,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,359.0,,,,,,,,,
38,AL,CALHOUN,2007,52,,,4672840.0,4.0,170263.9,152327000.0,0.0,62.0,43.0,0.59,23.0,12.0,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,297.0,,,,,,,,,
39,AL,CALHOUN,2008,12,,,4718206.0,5.7,172677.2,157366800.0,0.0,62.0,43.0,0.59,23.0,12.0,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,299.0,,,,,,,,,
40,AL,CALHOUN,2009,46,,,4757938.0,11.0,169128.5,155145300.0,0.0,62.0,43.0,0.59,19.0,13.0,0.59375,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,455.0,,,,,,,,,
41,AL,CALHOUN,2010,25,,,4785437.0,10.5,175470.1,161516600.0,0.0,60.0,45.0,0.57,21.0,14.0,0.6,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,299.0,,,,,,,,,
42,AL,CALHOUN,2011,20,,,4799069.0,9.6,181929.9,167942800.0,0.0,39.0,65.0,0.38,12.0,22.0,0.3529411764705882,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,Divided Government,1.0,-1.0,0.0,1.0,1.0,Alabama,430.0,,,,,,,,,
43,AL,CALHOUN,2012,21,,,4815588.0,8.0,186553.9,172804100.0,0.0,40.0,65.0,0.380952380952381,12.0,22.0,0.3529411764705882,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,418.0,,,,,,,,,
44,AL,CALHOUN,2013,10,,,4830081.0,7.2,192166.5,174415400.0,0.0,37.0,65.0,0.36,11.0,22.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,235.0,,,,,,,,,
45,AL,CALHOUN,2014,13,Pounds,174459.1993056,4841799.0,6.8,195037.7,180457700.0,0.0,37.0,64.0,0.37,11.0,23.0,0.3235294117647059,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,182.0,9974337.7987626,,,,,,,,
46,AL,CALHOUN,2015,17,Pounds,68045.3922056,4852347.0,6.1,200197.5,188711400.0,0.0,33.0,72.0,0.3142857142857143,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,252.0,5822037.3489641,,,,,,,,
47,AL,CALHOUN,2016,9,Pounds,105210.9900056,4863525.0,5.8,204454.7,192281900.0,0.0,33.0,70.0,0.3203883495145631,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,312.0,7173080.894371401,,,,,,,,
48,AL,CALHOUN,2017,11,Pounds,136637.3623308,4874486.0,4.4,210895.7,199999800.0,0.0,31.0,72.0,0.3009708737864077,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,187.0,6344492.4552113,,,,,,,,
49,AL,CALHOUN,2018,10,Pounds,148734.9923308,4887681.0,3.9,221030.7,208752700.0,0.0,32.0,70.0,0.3137254901960784,7.0,26.0,0.2121212121212121,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,94.0,4952735.214183999,R,,,,,CALHOUN,AL,R
50,AL,CALHOUN,2019,19,Pounds,118428.1768571,4903185.0,3.0,228142.6,216449000.0,0.0,28.0,77.0,0.2666666666666666,8.0,27.0,0.2285714285714285,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,113.0,7700601.9167289,R,R,0.0,,,,,R
51,AL,CALHOUN,2020,3,Pounds,143043.2961685,5031864.0,6.4,230892.1,230872600.0,0.0,28.0,77.0,0.2666666666666666,8.0,27.0,0.2285714285714285,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,63.0,4338634.9432371,R,R,0.0,,,,,R
52,AL,CALHOUN,2021,9,Pounds,138350.4038139,5050380.0,3.4,257986.5,252791900.0,0.0,28.0,75.0,0.2718446601941747,8.0,26.0,0.2352941176470588,0.0,0.0,1.0,0.0,1.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Republican Trifecta,0.0,0.0,0.0,0.0,0.0,Alabama,142.0,5021943.7659814,R,R,0.0,,,,,R
53,AL,ETOWAH,2004,8,,,4530729.0,5.7,146886.7,128739900.0,0.0,64.0,41.0,0.61,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,232.0,,,,,,,,,
54,AL,ETOWAH,2005,11,,,4569805.0,4.5,156403.3,136327300.0,0.0,62.0,40.0,0.61,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,196.0,,,,,,,,,
55,AL,ETOWAH,2006,16,,,4628981.0,4.0,164347.8,145175800.0,0.0,62.0,43.0,0.59,25.0,10.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,359.0,,,,,,,,,
56,AL,ETOWAH,2007,1,,,4672840.0,4.0,170263.9,152327000.0,0.0,62.0,43.0,0.59,23.0,12.0,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,297.0,,,,,,,,,
57,AL,ETOWAH,2008,22,,,4718206.0,5.7,172677.2,157366800.0,0.0,62.0,43.0,0.59,23.0,12.0,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,299.0,,,,,,,,,
58,AL,ETOWAH,2009,6,,,4757938.0,11.0,169128.5,155145300.0,0.0,62.0,43.0,0.59,19.0,13.0,0.59375,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,455.0,,,,,,,,,
59,AL,ETOWAH,2010,9,,,4785437.0,10.5,175470.1,161516600.0,0.0,60.0,45.0,0.57,21.0,14.0,0.6,1.0,1.0,1.0,0.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Divided Government,0.0,0.0,0.0,0.0,0.0,Alabama,299.0,,,,,,,,,
